bodyPart,equipment,gifUrl,name,target
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0001.gif,3/4 sit-up,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0002.gif,45° side bend,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0003.gif,air bike,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1512.gif,all fours squad stretch,quads
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0006.gif,alternate heel touchers,abs
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0007.gif,alternate lateral pulldown,lats
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1368.gif,ankle circles,calves
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3293.gif,archer pull up,lats
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/3294.gif,archer push up,pectorals
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2355.gif,arm slingers hanging bent knee legs,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2333.gif,arm slingers hanging straight legs,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3214.gif,arms apart circular toe touch (male),glutes
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3204.gif,arms overhead full sit-up (male),abs
chest,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0009.gif,assisted chest dip (kneeling),pectorals
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0011.gif,assisted hanging knee raise,abs
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0010.gif,assisted hanging knee raise with throw down,abs
lower legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/1708.gif,assisted lying calves stretch,calves
upper legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/1709.gif,assisted lying glutes stretch,glutes
upper legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/1710.gif,assisted lying gluteus and piriformis stretch,glutes
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0012.gif,assisted lying leg raise with lateral throw down,abs
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0013.gif,assisted lying leg raise with throw down,abs
waist,medicine ball,http://d205bpvrqc9yn1.cloudfront.net/0014.gif,assisted motion russian twist,abs
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0015.gif,assisted parallel close grip pull-up,lats
upper legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/0016.gif,assisted prone hamstring,hamstrings
upper legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/1713.gif,assisted prone lying quads stretch,quads
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/1714.gif,assisted prone rectus femoris stretch,abs
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0017.gif,assisted pull-up,lats
chest,assisted,http://d205bpvrqc9yn1.cloudfront.net/1716.gif,assisted seated pectoralis major stretch with stability ball,pectorals
upper legs,assisted,http://d205bpvrqc9yn1.cloudfront.net/1712.gif,assisted side lying adductor stretch,adductors
waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/1758.gif,assisted sit-up,abs
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1431.gif,assisted standing chin-up,lats
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1432.gif,assisted standing pull-up,lats
upper arms,assisted,http://d205bpvrqc9yn1.cloudfront.net/0018.gif,assisted standing triceps extension (with towel),triceps
upper arms,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0019.gif,assisted triceps dip (kneeling),triceps
chest,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/2364.gif,assisted wide-grip chest dip (kneeling),pectorals
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3220.gif,astride jumps (male),cardiovascular system
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3672.gif,back and forth step,cardiovascular system
back,stability ball,http://d205bpvrqc9yn1.cloudfront.net/1314.gif,back extension on exercise ball,spine
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3297.gif,back lever,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1405.gif,back pec stretch,lats
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1473.gif,backward jump,quads
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0020.gif,balance board,quads
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0968.gif,band alternating biceps curl,biceps
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0969.gif,band alternating v-up,abs
back,band,http://d205bpvrqc9yn1.cloudfront.net/0970.gif,band assisted pull-up,lats
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0971.gif,band assisted wheel rollerout,abs
chest,band,http://d205bpvrqc9yn1.cloudfront.net/1254.gif,band bench press,pectorals
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0980.gif,band bent-over hip extension,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0972.gif,band bicycle crunch,abs
back,band,http://d205bpvrqc9yn1.cloudfront.net/0974.gif,band close-grip pulldown,lats
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0975.gif,band close-grip push-up,triceps
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0976.gif,band concentration curl,biceps
back,band,http://d205bpvrqc9yn1.cloudfront.net/3117.gif,band fixed back close grip pulldown,lats
back,band,http://d205bpvrqc9yn1.cloudfront.net/3116.gif,band fixed back underhand pulldown,lats
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0977.gif,band front lateral raise,delts
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0978.gif,band front raise,delts
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1408.gif,band hip lift,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0979.gif,band horizontal pallof press,abs
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0981.gif,band jack knife sit-up,abs
back,band,http://d205bpvrqc9yn1.cloudfront.net/0983.gif,band kneeling one arm pulldown,lats
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0985.gif,band kneeling twisting crunch,abs
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0984.gif,band lying hip internal rotation,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1002.gif,band lying straight leg raise,abs
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0986.gif,band one arm overhead biceps curl,biceps
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0987.gif,band one arm single leg split squat,quads
back,band,http://d205bpvrqc9yn1.cloudfront.net/0988.gif,band one arm standing low row,upper back
chest,band,http://d205bpvrqc9yn1.cloudfront.net/0989.gif,band one arm twisting chest press,pectorals
back,band,http://d205bpvrqc9yn1.cloudfront.net/0990.gif,band one arm twisting seated row,upper back
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0991.gif,band pull through,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0992.gif,band push sit-up,abs
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0993.gif,band reverse fly,delts
lower arms,band,http://d205bpvrqc9yn1.cloudfront.net/0994.gif,band reverse wrist curl,forearms
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0996.gif,band seated hip internal rotation,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1011.gif,band seated twist,abs
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0997.gif,band shoulder press,delts
back,band,http://d205bpvrqc9yn1.cloudfront.net/1018.gif,band shrug,traps
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0998.gif,band side triceps extension,triceps
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/0999.gif,band single leg calf raise,calves
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/1000.gif,band single leg reverse calf raise,calves
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1001.gif,band single leg split squat,quads
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1004.gif,band squat,glutes
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1003.gif,band squat row,glutes
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1005.gif,band standing crunch,abs
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1022.gif,band standing rear delt row,delts
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1007.gif,band standing twisting crunch,abs
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1008.gif,band step-up,glutes
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1009.gif,band stiff leg deadlift,glutes
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1023.gif,band straight back stiff leg deadlift,glutes
back,band,http://d205bpvrqc9yn1.cloudfront.net/1010.gif,band straight leg deadlift,spine
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1012.gif,band twisting overhead press,delts
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/1369.gif,band two legs calf raise - (band under both legs) v. 2,calves
back,band,http://d205bpvrqc9yn1.cloudfront.net/1013.gif,band underhand pulldown,lats
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1014.gif,band v-up,abs
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1015.gif,band vertical pallof press,abs
lower arms,band,http://d205bpvrqc9yn1.cloudfront.net/1016.gif,band wrist curl,forearms
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1017.gif,band y-raise,delts
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0023.gif,barbell alternate biceps curl,biceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0024.gif,barbell bench front squat,quads
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0025.gif,barbell bench press,pectorals
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0026.gif,barbell bench squat,quads
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/1316.gif,barbell bent arm pullover,lats
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0027.gif,barbell bent over row,upper back
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/2407.gif,barbell biceps curl (with arm blaster),biceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0028.gif,barbell clean and press,quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0029.gif,barbell clean-grip front squat,glutes
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0030.gif,barbell close-grip bench press,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0031.gif,barbell curl,biceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0032.gif,barbell deadlift,glutes
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0033.gif,barbell decline bench press,pectorals
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0034.gif,barbell decline bent arm pullover,lats
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0035.gif,barbell decline close grip to skull press,triceps
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1255.gif,barbell decline pullover,pectorals
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0036.gif,barbell decline wide-grip press,pectorals
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0037.gif,barbell decline wide-grip pullover,lats
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0038.gif,barbell drag curl,biceps
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1370.gif,barbell floor calf raise,calves
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0039.gif,barbell front chest squat,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0041.gif,barbell front raise,delts
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0040.gif,barbell front raise and pullover,pectorals
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0042.gif,barbell front squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0043.gif,barbell full squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1461.gif,barbell full squat (back pov),glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1462.gif,barbell full squat (side pov),glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1545.gif,barbell full zercher squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1409.gif,barbell glute bridge,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/3562.gif,barbell glute bridge two legs on bench (male),glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0044.gif,barbell good morning,hamstrings
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0045.gif,barbell guillotine bench press,pectorals
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0046.gif,barbell hack squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1436.gif,barbell high bar squat,glutes
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0047.gif,barbell incline bench press,pectorals
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1719.gif,barbell incline close grip bench press,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0048.gif,barbell incline reverse-grip press,triceps
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0049.gif,barbell incline row,upper back
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0050.gif,barbell incline shoulder raise,serratus anterior
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0051.gif,barbell jefferson squat,glutes
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0052.gif,barbell jm bench press,triceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0053.gif,barbell jump squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1410.gif,barbell lateral lunge,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1435.gif,barbell low bar squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0054.gif,barbell lunge,glutes
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1720.gif,barbell lying back of the head tricep extension,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0055.gif,barbell lying close-grip press,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0056.gif,barbell lying close-grip triceps extension,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0057.gif,barbell lying extension,triceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0058.gif,barbell lying lifting (on hip),glutes
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0059.gif,barbell lying preacher curl,biceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0061.gif,barbell lying triceps extension,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0060.gif,barbell lying triceps extension skull crusher,triceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0063.gif,barbell narrow stance squat,glutes
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0064.gif,barbell one arm bent over row,upper back
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0065.gif,barbell one arm floor press,triceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0066.gif,barbell one arm side deadlift,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0067.gif,barbell one arm snatch,delts
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0068.gif,barbell one leg squat,quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0069.gif,barbell overhead squat,quads
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1411.gif,barbell palms down wrist curl over a bench,forearms
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1412.gif,barbell palms up wrist curl over a bench,forearms
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/3017.gif,barbell pendlay row,upper back
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1751.gif,barbell pin presses,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0070.gif,barbell preacher curl,biceps
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0071.gif,barbell press sit-up,abs
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0072.gif,barbell prone incline curl,biceps
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0073.gif,barbell pullover,lats
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0022.gif,barbell pullover to press,lats
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0074.gif,barbell rack pull,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0075.gif,barbell rear delt raise,delts
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0076.gif,barbell rear delt row,delts
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0078.gif,barbell rear lunge,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0077.gif,barbell rear lunge v. 2,glutes
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0079.gif,barbell revers wrist curl v. 2,forearms
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/2187.gif,barbell reverse close-grip bench press,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0080.gif,barbell reverse curl,biceps
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0118.gif,barbell reverse grip bent over row,upper back
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1256.gif,barbell reverse grip decline bench press,pectorals
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1257.gif,barbell reverse grip incline bench press,pectorals
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/1317.gif,barbell reverse grip incline bench row,upper back
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1721.gif,barbell reverse grip skullcrusher,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0081.gif,barbell reverse preacher curl,biceps
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0082.gif,barbell reverse wrist curl,forearms
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0084.gif,barbell rollerout,abs
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0083.gif,barbell rollerout from bench,abs
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0085.gif,barbell romanian deadlift,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0086.gif,barbell seated behind head military press,delts
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0087.gif,barbell seated bradford rocky press,delts
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0088.gif,barbell seated calf raise,calves
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1371.gif,barbell seated calf raise,calves
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1718.gif,barbell seated close grip behind neck triceps extension,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0089.gif,barbell seated close-grip concentration curl,biceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0090.gif,barbell seated good morning,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0091.gif,barbell seated overhead press,delts
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0092.gif,barbell seated overhead triceps extension,triceps
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0094.gif,barbell seated twist,abs
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0095.gif,barbell shrug,traps
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0096.gif,barbell side bent v. 2,abs
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0098.gif,barbell side split squat,quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0097.gif,barbell side split squat v. 2,quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1756.gif,barbell single leg deadlift,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0099.gif,barbell single leg split squat,quads
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/2799.gif,barbell sitted alternate leg raise,abs
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/2800.gif,barbell sitted alternate leg raise (female),abs
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0100.gif,barbell skier,delts
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0101.gif,barbell speed squat,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/2810.gif,barbell split squat v. 2,quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0102.gif,barbell squat (on knees),quads
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/2798.gif,barbell squat jump step rear lunge,quads
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0103.gif,barbell standing ab rollerout,abs
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0104.gif,barbell standing back wrist curl,forearms
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0105.gif,barbell standing bradford press,delts
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/1372.gif,barbell standing calf raise,calves
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0106.gif,barbell standing close grip curl,biceps
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/1456.gif,barbell standing close grip military press,delts
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/2414.gif,barbell standing concentration curl,biceps
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0107.gif,barbell standing front raise over head,delts
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0108.gif,barbell standing leg calf raise,calves
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0109.gif,barbell standing overhead triceps extension,triceps
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0110.gif,barbell standing reverse grip curl,biceps
lower legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0111.gif,barbell standing rocking leg calf raise,calves
waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0112.gif,barbell standing twist,abs
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/1629.gif,barbell standing wide grip biceps curl,biceps
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/1457.gif,barbell standing wide military press,delts
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0113.gif,barbell standing wide-grip curl,biceps
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0114.gif,barbell step-up,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0115.gif,barbell stiff leg good morning,glutes
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0116.gif,barbell straight leg deadlift,hamstrings
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0117.gif,barbell sumo deadlift,glutes
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/3305.gif,barbell thruster,delts
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0120.gif,barbell upright row,delts
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0119.gif,barbell upright row v. 2,delts
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0121.gif,barbell upright row v. 3,delts
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0122.gif,barbell wide bench press,pectorals
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1258.gif,barbell wide reverse grip bench press,pectorals
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0124.gif,barbell wide squat,quads
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0123.gif,barbell wide-grip upright row,delts
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0126.gif,barbell wrist curl,forearms
lower arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0125.gif,barbell wrist curl v. 2,forearms
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0127.gif,barbell zercher squat,glutes
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3212.gif,basic toe touch (male),glutes
shoulders,rope,http://d205bpvrqc9yn1.cloudfront.net/0128.gif,battling ropes,delts
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3360.gif,bear crawl,cardiovascular system
chest,assisted,http://d205bpvrqc9yn1.cloudfront.net/1259.gif,behind head chest stretch,pectorals
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0129.gif,bench dip (knees bent),triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1399.gif,bench dip on floor,triceps
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0130.gif,bench hip extension,glutes
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3019.gif,bench pull-ups,lats
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3639.gif,bent knee lying twist (male),glutes
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1770.gif,biceps leg concentration curl,biceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0139.gif,biceps narrow pull-ups,biceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0140.gif,biceps pull-up,biceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0137.gif,body-up,triceps
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3543.gif,bodyweight drop jump squat,glutes
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3544.gif,bodyweight incline side plank,abs
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1771.gif,bodyweight kneeling triceps extension,triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1769.gif,bodyweight side lying biceps curl,biceps
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3168.gif,bodyweight squatting row,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3167.gif,bodyweight squatting row (with towel),upper back
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1373.gif,bodyweight standing calf raise,calves
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3156.gif,bodyweight standing close-grip one arm row,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3158.gif,bodyweight standing close-grip row,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3162.gif,bodyweight standing one arm row,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3161.gif,bodyweight standing one arm row (with towel),upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3166.gif,bodyweight standing row,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3165.gif,bodyweight standing row (with towel),upper back
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0138.gif,bottoms-up,abs
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1374.gif,box jump down with one leg stabilization,calves
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2466.gif,bridge - mountain climber (cross body),abs
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/1160.gif,burpee,cardiovascular system
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0870.gif,butt-ups,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1494.gif,butterfly yoga pose,adductors
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0148.gif,cable alternate shoulder press,delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0149.gif,cable alternate triceps extension,triceps
upper legs,cable,http://d205bpvrqc9yn1.cloudfront.net/3235.gif,cable assisted inverse leg curl,hamstrings
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0150.gif,cable bar lateral pulldown,lats
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0151.gif,cable bench press,pectorals
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1630.gif,cable close grip curl,biceps
